MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
0.1794,0.5753,0.1423,0.2027,0.1210,0.3052,0.1533,0.2082,0.3216,0.8488
0.1835,0.5533,0.1478,0.1904,0.1093,0.3031,0.1643,0.1890,0.3299,0.8467
0.1649,0.5876,0.1230,0.2027,0.1223,0.2962,0.1471,0.1959,0.3072,0.8433
0.1931,0.5911,0.1416,0.1856,0.1182,0.2921,0.1725,0.1959,0.3464,0.8433
0.1691,0.5918,0.1326,0.2021,0.1113,0.3003,0.1388,0.2027,0.3113,0.8550
0.1794,0.5808,0.1320,0.2007,0.1052,0.2763,0.1491,0.2000,0.3244,0.8296
0.1821,0.5615,0.1354,0.2048,0.1141,0.2790,0.1622,0.2110,0.3120,0.8405
