MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
0.1367,0.4227,0.1174,0.2003,0.0994,0.2735,0.1436,0.1920,0.2735,0.7569
0.1450,0.4503,0.1243,0.1768,0.1050,0.2666,0.1492,0.1934,0.2776,0.7804
0.1298,0.4682,0.1243,0.2224,0.1188,0.2707,0.1409,0.1934,0.2569,0.7721
0.1547,0.4434,0.1312,0.1878,0.1064,0.2555,0.1768,0.2044,0.2859,0.7762
0.1478,0.4820,0.1105,0.1782,0.1105,0.2541,0.1409,0.2155,0.2845,0.7818
0.1285,0.4890,0.1298,0.1961,0.0843,0.2362,0.1506,0.2127,0.2735,0.7776
0.1285,0.4448,0.1298,0.2127,0.1036,0.2376,0.1602,0.2086,0.2680,0.7693
