DirectDelivery,Epidemic,FirstContact,Prophet,SprayAndWait
2946.9038,2296.2436,2910.1587,2505.9077,2435.6518
3300.2404,2448.0145,2415.2833,2458.2982,2297.0394
3192.8673,2547.5254,2214.6618,2155.3175,2200.4861
3384.7670,2031.0649,2440.2373,2396.2794,2310.3917
2828.0854,2283.6957,2159.6338,2439.4603,2335.2114
3440.6381,2352.8125,3157.6129,2638.5667,2401.4191
3411.2647,2270.7231,2436.4478,2321.2836,2224.9303
