MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
6176.4667,5409.8352,4482.2043,2459.7236,5039.8889,3939.7416,3610.0708,2953.4355,4875.8029,2875.5295
6141.1154,5680.3988,4373.2105,2587.5088,5201.3239,4288.7354,3765.1273,3140.7607,4965.7969,2743.4405
6246.1275,5546.4187,4688.9560,3026.8692,4853.3294,4052.2023,4258.1264,2748.3760,4836.5805,2745.7560
5626.8378,5508.7423,4396.3200,3152.2263,5125.2794,4460.2360,4044.5146,3013.7280,4879.1616,3036.1844
6816.1354,5728.1235,4756.1098,2829.8049,5434.1940,3575.4688,4114.0690,3440.5868,5038.8036,2967.9378
6323.5000,5267.7613,4317.8764,3071.1121,5477.8219,4367.4059,3985.8932,2721.6514,5094.4175,2861.6412
6103.9877,5611.1792,4866.7979,2918.6967,5533.7857,4251.3017,3989.1913,2601.0000,4730.2355,2909.0279
