DirectDelivery,Epidemic,FirstContact,Prophet,SprayAndWait
6446.9042,3049.9617,4787.1730,3358.4502,3090.5146
6575.9881,3249.6890,5053.2500,3421.9383,3065.4753
6258.8466,2971.7080,4784.2702,3070.0158,2916.1999
6407.9159,3605.0554,5144.7255,3236.8514,3122.4190
6574.1858,3321.9072,4670.2518,3501.0043,3123.7003
6515.1079,3469.9788,4996.6649,3511.5240,3196.5393
6767.6887,3213.3013,4789.1281,3078.9283,3094.0881
