DirectDelivery,Epidemic,FirstContact,Prophet,SprayAndWait
7545.8836,5630.8994,6110.9819,4369.2105,5817.1280
7181.2743,5341.0483,6211.2197,4519.6965,5783.4345
7419.9078,5040.5847,6130.9850,4332.8934,5720.8486
7040.0450,5199.8507,6173.3526,4575.5946,5715.9666
7555.4170,5507.1302,6422.0694,5196.2410,5868.9854
7201.5410,5434.0729,6769.3388,4652.9614,5672.9312
7147.0042,5850.0054,6239.3757,5113.4404,5579.8717
