DirectDelivery,Epidemic,FirstContact,Prophet,SprayAndWait
3505.4091,3406.3023,4212.3182,3321.2656,3480.5747
2903.3750,2925.6596,3450.2381,3327.9032,2828.5814
2356.2759,2843.1750,2876.6250,3687.2679,2760.7093
3373.0370,3056.5349,4029.6316,3319.1346,3100.9342
3235.0000,3174.6585,3487.9583,3284.3800,2983.2048
2494.9643,2992.2653,3326.1500,2944.4151,3289.9565
2588.6500,3257.8043,2383.3182,3410.8814,3149.9565
