MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
3505.4091,2946.9038,3406.3023,2296.2436,4212.3182,2910.1587,3321.2656,2505.9077,3480.5747,2435.6518
2903.3750,3300.2404,2925.6596,2448.0145,3450.2381,2415.2833,3327.9032,2458.2982,2828.5814,2297.0394
2356.2759,3192.8673,2843.1750,2547.5254,2876.6250,2214.6618,3687.2679,2155.3175,2760.7093,2200.4861
3373.0370,3384.7670,3056.5349,2031.0649,4029.6316,2440.2373,3319.1346,2396.2794,3100.9342,2310.3917
3235.0000,2828.0854,3174.6585,2283.6957,3487.9583,2159.6338,3284.3800,2439.4603,2983.2048,2335.2114
2494.9643,3440.6381,2992.2653,2352.8125,3326.1500,3157.6129,2944.4151,2638.5667,3289.9565,2401.4191
2588.6500,3411.2647,3257.8043,2270.7231,2383.3182,2436.4478,3410.8814,2321.2836,3149.9565,2224.9303
