MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
419.9420,771.8237,198.6080,166.6306,326.7534,653.3762,15.2970,5.8283
400.4558,846.2599,218.2704,162.5556,293.0126,710.1600,14.8667,5.8369
473.0447,795.7661,190.7135,166.4084,322.2243,699.8105,16.0582,5.8484
419.3350,863.1556,197.8081,177.9365,283.5697,703.0000,14.1647,5.8582
454.0881,779.7891,209.5556,159.8581,354.3366,668.0508,15.8013,5.7822
449.3073,779.9247,223.5817,179.4303,327.8710,690.5773,15.1737,5.9727
435.3147,773.8960,196.2349,179.8842,303.8898,668.0358,15.7489,5.8839
