DirectDelivery,Epidemic,FirstContact,Prophet,SprayAndWait
0.2905,0.2179,0.1760,0.1816,0.6899
0.2905,0.1927,0.1676,0.1592,0.7095
0.2737,0.1648,0.1899,0.1760,0.7011
0.2877,0.2151,0.1648,0.1899,0.6704
0.2291,0.1927,0.1983,0.1760,0.6872
0.2933,0.1788,0.1732,0.1676,0.6732
0.2849,0.1816,0.1872,0.1872,0.6816
