MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
0.0615,0.2905,0.1201,0.2179,0.0615,0.1760,0.1788,0.1816,0.2430,0.6899
0.0894,0.2905,0.1313,0.1927,0.0587,0.1676,0.1732,0.1592,0.2402,0.7095
0.0810,0.2737,0.1117,0.1648,0.0670,0.1899,0.1564,0.1760,0.2402,0.7011
0.0754,0.2877,0.1201,0.2151,0.0531,0.1648,0.1453,0.1899,0.2123,0.6704
0.0615,0.2291,0.1145,0.1927,0.0670,0.1983,0.1397,0.1760,0.2318,0.6872
0.0782,0.2933,0.1369,0.1788,0.0559,0.1732,0.1480,0.1676,0.2570,0.6732
0.0559,0.2849,0.1285,0.1816,0.0615,0.1872,0.1648,0.1872,0.2570,0.6816
