MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
2295.5313,2487.4340,3015.4583,2353.8228,2425.4762,2664.9420,3144.7358,2414.7179,2579.1091,1764.7127
3490.9556,2619.8710,2646.7273,1957.1268,2608.1250,2571.7843,2932.8679,2544.4432,2503.3088,1891.3293
3017.8000,3033.9556,3161.8864,2311.7692,2707.7037,2428.3766,3461.2500,2267.8837,2367.8545,1650.1988
2617.9000,3206.1635,2740.5814,2190.3780,2496.9091,2809.9403,2843.8431,2731.7204,1925.8980,1779.6527
3237.1875,2896.5278,2900.5227,2158.4000,2765.9565,2534.6667,3098.0600,2635.9072,2183.3000,1834.7619
2555.3333,3224.6304,2611.8298,2350.9067,2964.2286,2652.1695,3407.6667,2528.2051,2302.7931,1763.8253
2934.0000,3148.6923,3054.8919,2354.8095,2119.2727,3049.3538,3073.4419,2678.6047,2075.7500,1923.1098
