MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
4427.9792,4751.0978,3663.6226,2589.5617,3262.7069,3588.9185,4150.4797,2848.9937,2574.9313,1932.1337
5487.4151,4722.2192,3937.2766,2599.5613,3770.1290,3927.0915,4741.8000,2919.4413,2751.0775,1942.2708
5313.8542,5088.1290,4002.5176,2548.3766,3792.6479,3564.5106,4691.8288,2818.8889,2606.1667,1874.5338
5601.5426,4892.9327,3959.3418,2704.7485,3725.6508,3703.1701,4678.6364,3231.9227,2416.6455,2005.9899
5525.6400,4932.1056,3501.6289,2370.0671,4017.6190,3601.2865,4592.9664,3032.1703,2459.5417,2013.2353
4935.0294,5106.0761,3748.2021,2641.0994,3702.8529,3587.5986,4657.8230,3136.1706,2537.6186,2013.0274
4885.8652,4927.4759,3961.3299,2379.8591,3816.0758,3806.9824,4282.6182,2911.5170,2819.9750,1970.7577
