# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
1458.0000 M21 519301 3 849.0000 p440 p0 285 N p440->p103->p428->p0
1748.0000 M52 891919 2 188.0000 p492 p99 296 N p492->p189->p99
1984.0000 M51 797770 3 456.0000 p47 p270 292 N p47->p471->p3->p270
2143.0000 M34 844772 2 1136.0000 p396 p69 281 N p396->p165->p69
2344.0000 M66 828271 1 376.0000 p137 p31 293 N p137->p31
2541.0000 M67 935199 2 544.0000 p366 p475 290 N p366->p443->p475
2827.0000 M90 838494 3 153.0000 p299 p282 297 N p299->p387->p186->p282
3193.0000 M80 731176 2 815.0000 p305 p52 286 N p305->p203->p52
3203.0000 M98 871931 2 294.0000 p460 p465 295 N p460->p102->p465
3379.0000 M13 693107 3 3000.0000 p173 p343 250 N p173->p415->p47->p343
3457.0000 M77 580783 2 1163.0000 p429 p178 280 N p429->p80->p178
3565.0000 M57 601479 2 1858.0000 p63 p392 269 N p63->p482->p392
3773.0000 M17 790517 2 3275.0000 p83 p316 245 N p83->p154->p316
3904.0000 M23 555510 3 3235.0000 p74 p203 246 N p74->p142->p439->p203
4364.0000 M123 614169 2 737.0000 p382 p269 287 N p382->p291->p269
4664.0000 M142 725726 2 459.0000 p296 p136 292 N p296->p43->p136
5045.0000 M75 916248 2 2816.0000 p136 p168 253 N p136->p400->p168
5060.0000 M167 949317 2 111.0000 p58 p408 298 N p58->p24->p408
5102.0000 M149 586647 3 700.0000 p394 p237 288 N p394->p115->p197->p237
5123.0000 M100 746890 2 2149.0000 p63 p247 264 N p63->p145->p247
5157.0000 M20 773543 2 4575.0000 p383 p62 223 N p383->p400->p62
5171.0000 M139 807091 3 1059.0000 p84 p378 282 N p84->p176->p270->p378
5275.0000 M147 807429 2 933.0000 p345 p356 284 N p345->p186->p356
5335.0000 M38 698725 3 4214.0000 p111 p62 229 N p111->p316->p437->p62
5366.0000 M25 982211 2 4636.0000 p266 p62 222 N p266->p407->p62
5641.0000 M102 846401 1 2604.0000 p475 p312 256 N p475->p312
5853.0000 M176 745444 2 636.0000 p37 p187 289 N p37->p66->p187
5900.0000 M195 517519 2 117.0000 p478 p26 298 N p478->p449->p26
5923.0000 M50 976458 2 4425.0000 p9 p448 226 N p9->p46->p448
5961.0000 M122 975987 2 2360.0000 p84 p127 260 N p84->p22->p127
6127.0000 M164 672765 2 1277.0000 p54 p53 278 N p54->p481->p53
6149.0000 M78 957377 2 3830.0000 p204 p179 236 N p204->p464->p179
6182.0000 M16 875016 3 5718.0000 p181 p399 204 N p181->p13->p98->p399
6474.0000 M91 623996 2 3770.0000 p311 p230 237 N p311->p343->p230
6514.0000 M42 889225 2 5265.0000 p97 p46 212 N p97->p414->p46
6558.0000 M108 564851 3 3351.0000 p88 p204 244 N p88->p299->p345->p204
6699.0000 M172 962878 3 1603.0000 p206 p43 273 N p206->p425->p261->p43
6778.0000 M180 901076 2 1440.0000 p384 p293 276 N p384->p311->p293
6813.0000 M146 505487 2 2499.0000 p321 p101 258 N p321->p310->p101
6827.0000 M182 936202 2 1432.0000 p406 p94 276 N p406->p388->p94
6843.0000 M144 663690 2 2588.0000 p308 p470 256 N p308->p101->p470
6870.0000 M97 926435 3 3990.0000 p99 p289 233 N p99->p164->p495->p289
7010.0000 M236 990219 2 35.0000 p125 p173 299 N p125->p261->p173
7064.0000 M135 787682 2 3065.0000 p379 p27 248 N p379->p387->p27
7137.0000 M181 535256 3 1774.0000 p123 p205 270 N p123->p214->p409->p205
7194.0000 M112 517153 3 3872.0000 p301 p108 235 N p301->p356->p225->p108
7198.0000 M136 783655 2 3170.0000 p435 p45 247 N p435->p387->p45
7205.0000 M88 507417 2 4586.0000 p51 p14 223 N p51->p24->p14
7301.0000 M111 887512 3 4006.0000 p475 p356 233 N p475->p349->p213->p356
7327.0000 M130 536904 2 3485.0000 p333 p184 241 N p333->p327->p184
7398.0000 M70 975299 2 5310.0000 p451 p401 211 N p451->p316->p401
7465.0000 M61 874679 3 5639.0000 p82 p47 206 N p82->p408->p289->p47
7609.0000 M174 537933 1 2449.0000 p25 p320 259 N p25->p320
7701.0000 M189 984866 2 2099.0000 p493 p329 265 N p493->p468->p329
7716.0000 M107 990865 3 4541.0000 p189 p463 224 N p189->p440->p324->p463
7716.0000 M94 993756 2 4922.0000 p389 p302 217 N p389->p129->p302
7841.0000 M18 640222 2 7318.0000 p54 p55 178 N p54->p474->p55
7847.0000 M168 854957 2 2864.0000 p166 p38 252 N p166->p295->p38
7951.0000 M117 553518 3 4490.0000 p162 p323 225 N p162->p413->p235->p323
8102.0000 M155 762207 3 3522.0000 p200 p10 241 N p200->p438->p79->p10
8274.0000 M141 527788 2 4100.0000 p78 p344 231 N p78->p24->p344
8408.0000 M72 566893 3 6266.0000 p443 p459 195 N p443->p218->p41->p459
8442.0000 M242 544056 3 1291.0000 p443 p386 278 N p443->p153->p41->p386
8453.0000 M214 555418 3 2132.0000 p76 p137 264 N p76->p265->p405->p137
8550.0000 M194 537123 1 2794.0000 p341 p265 253 N p341->p265
8609.0000 M170 502107 3 3566.0000 p213 p159 240 N p213->p428->p462->p159
8633.0000 M171 782141 3 3564.0000 p125 p211 240 N p125->p178->p127->p211
8756.0000 M233 755810 1 1872.0000 p203 p467 268 N p203->p467
8808.0000 M200 968739 1 2890.0000 p473 p227 251 N p473->p227
8825.0000 M56 782957 2 7148.0000 p294 p424 180 N p294->p197->p424
8953.0000 M208 597966 2 2803.0000 p487 p185 253 N p487->p227->p185
9112.0000 M134 856159 3 5144.0000 p334 p260 214 N p334->p368->p20->p260
9204.0000 M145 631105 3 4921.0000 p123 p181 217 N p123->p161->p160->p181
9383.0000 M215 712854 2 3031.0000 p277 p166 249 N p277->p157->p166
9445.0000 M120 524342 3 5902.0000 p127 p489 201 N p127->p14->p87->p489
9523.0000 M296 607121 2 775.0000 p235 p85 287 N p235->p264->p85
9744.0000 M158 552730 2 5062.0000 p257 p31 215 N p257->p40->p31
9770.0000 M237 884992 2 2768.0000 p69 p453 253 N p69->p112->p453
9841.0000 M209 624475 3 3666.0000 p267 p43 238 N p267->p48->p477->p43
9914.0000 M86 985022 2 7353.0000 p446 p17 177 N p446->p24->p17
9941.0000 M310 885621 3 777.0000 p215 p107 287 N p215->p290->p190->p107
10044.0000 M187 717614 1 4501.0000 p436 p407 224 N p436->p407
10051.0000 M316 759566 3 708.0000 p165 p4 288 N p165->p36->p403->p4
10162.0000 M32 531670 2 9217.0000 p435 p327 146 N p435->p449->p327
10172.0000 M10 863541 1 9881.0000 p96 p66 135 N p96->p66
10223.0000 M235 769420 2 3281.0000 p461 p280 245 N p461->p211->p280
10225.0000 M92 837938 3 7491.0000 p446 p428 175 N p446->p24->p51->p428
10261.0000 M285 616370 2 1844.0000 p355 p13 269 N p355->p341->p13
10287.0000 M267 865488 2 2406.0000 p20 p241 259 N p20->p86->p241
10330.0000 M12 545086 2 9985.0000 p459 p154 133 N p459->p427->p154
10405.0000 M101 846482 2 7402.0000 p47 p432 176 N p47->p141->p432
10754.0000 M314 640940 1 1472.0000 p436 p446 275 N p436->p446
