DirectDelivery,Epidemic,FirstContact,Prophet,SprayAndWait
0.0000,1630.9462,449.8889,1102.5841,13.0620
0.0000,1633.2211,460.4366,1111.7636,13.7433
0.0000,1607.4945,378.0118,1425.4253,13.4944
0.0000,1521.6600,489.8824,1188.5340,12.0202
0.0000,1776.0976,482.8657,1442.1379,13.0545
0.0000,1664.4607,449.9863,1138.1359,12.5965
0.0000,1629.8191,388.9881,1044.8348,12.9928
