DirectDelivery,Epidemic,FirstContact,Prophet,SprayAndWait
0.0000,2064.5256,419.8254,2019.9538,7.1700
0.0000,2274.0580,415.9833,2294.9123,6.8661
0.0000,2522.1017,378.1176,2183.5397,6.9442
0.0000,2128.8961,443.6610,1973.2647,7.3708
0.0000,2120.2319,338.3944,2106.1587,7.1504
0.0000,2326.5313,407.2419,2022.4167,7.3485
0.0000,2364.7231,390.5821,2182.1045,7.2541
