DirectDelivery,Epidemic,FirstContact,Prophet,SprayAndWait
0.0000,3117.4023,357.7986,2862.9870,5.4330
0.0000,3233.8780,328.8750,3006.0749,5.4304
0.0000,3269.1680,351.0808,2771.8340,5.4139
0.0000,3035.9446,425.3557,2688.5261,5.4264
0.0000,3415.1772,361.5036,2905.4103,5.3939
0.0000,3379.1102,406.8270,2876.2227,5.4323
0.0000,3396.7364,380.8040,2763.8566,5.5038
