DirectDelivery,Epidemic,FirstContact,Prophet,SprayAndWait
0.0000,1880.0056,469.2289,1328.0048,10.9051
0.0000,1641.4541,450.3815,1356.1443,10.7887
0.0000,1777.9672,385.3850,1443.9391,11.0719
0.0000,1704.2040,409.3684,1239.3423,10.0891
0.0000,1723.4375,444.4046,1430.9333,10.5627
0.0000,1742.9271,422.5847,1291.0483,10.8206
0.0000,1831.7717,437.2486,1241.5046,10.6962
