MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
0.0896,0.2969,0.1345,0.2213,0.0588,0.1933,0.1485,0.2185,0.1541,0.5070
0.1261,0.2605,0.1232,0.1989,0.0672,0.1429,0.1485,0.2465,0.1905,0.4594
0.0840,0.2521,0.1232,0.1821,0.0756,0.2157,0.1232,0.2409,0.1541,0.4790
0.0840,0.2913,0.1204,0.2297,0.0924,0.1877,0.1429,0.2605,0.1373,0.4678
0.0896,0.3025,0.1232,0.2521,0.0644,0.1849,0.1401,0.2717,0.1401,0.4706
0.0924,0.2577,0.1317,0.2101,0.0980,0.1653,0.1513,0.2185,0.1625,0.4650
0.0952,0.2913,0.1036,0.1765,0.0616,0.1821,0.1204,0.2409,0.1457,0.4846
