MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
0.1328,0.4385,0.1466,0.2241,0.0802,0.2545,0.1701,0.2199,0.1812,0.5588
0.1466,0.4039,0.1300,0.2144,0.0858,0.2116,0.1729,0.2476,0.1964,0.5159
0.1328,0.4288,0.1176,0.2130,0.0982,0.2600,0.1535,0.2739,0.1743,0.5519
0.1300,0.4108,0.1093,0.2310,0.0871,0.2683,0.1521,0.2503,0.1521,0.5463
0.1383,0.4454,0.1342,0.2268,0.0871,0.2365,0.1646,0.2517,0.1660,0.5408
0.1411,0.3997,0.1300,0.2227,0.0941,0.2033,0.1563,0.2351,0.1632,0.5048
0.1231,0.4302,0.1342,0.2061,0.0913,0.2351,0.1521,0.2434,0.1660,0.5422
