MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
7687.5287,6709.6691,5205.9227,2930.0508,5776.1932,5052.4685,5506.0942,3144.5314,4019.4103,2943.0105
7729.8240,6398.5851,5518.8093,3125.7329,5706.0503,5287.1565,5278.5021,3152.3600,4159.7354,2865.7378
7508.7792,6451.2538,5524.0335,2848.6271,6380.0056,4819.9768,5579.9159,3116.9158,4413.5548,2805.7710
6991.0498,6677.7802,4970.2864,3381.5815,5553.6802,5363.7412,4548.7092,3139.7544,4076.4960,2864.7718
7720.5000,6367.3798,5715.7824,3185.8776,6007.5123,4675.3913,5184.1089,2860.5695,4192.2980,2820.5941
7561.2414,6220.3574,4843.3854,3262.5171,6092.7908,5269.6990,5194.1244,3287.9278,4105.7055,2853.8500
7010.0038,6731.3929,5530.3249,3295.4463,6424.3494,4997.8202,4902.8559,3185.3192,4027.2489,2920.6182
