MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
6802.8586,6007.7418,4146.3059,2619.6759,5546.2222,4372.0505,4700.5769,3005.0144,3893.0606,2715.0620
6480.0286,5057.4202,4841.7333,2921.1719,5053.2368,4459.5181,5140.9352,2861.1571,3890.7910,2651.1434
6529.6064,5625.2153,4980.3556,2727.8571,5974.9535,4115.8776,5050.7059,2684.6143,4148.8763,2605.4401
5708.0982,5478.1931,4182.7368,3107.4779,4767.3766,4358.4324,4102.6797,3331.5878,3767.3333,2782.4964
6829.4953,5525.8968,4617.2625,2432.2868,5205.4750,3908.2283,4754.4902,2637.0385,3899.7330,2658.2650
6148.1935,5194.0847,4226.9681,3054.5352,4878.7377,4769.0585,4647.6147,3113.6039,3608.2424,2646.5329
5184.8172,5684.9596,4763.2660,3280.0779,5069.6667,4603.6512,3942.3362,3350.4768,3679.3814,2799.7217
