MBM DD,SP DD,MBM Epidemic,SP Epidemic,MBM FC,SP FC,MBM Prophet,SP Prophet,MBM SaW,SP SaW
3272.5600,2487.4340,4026.0392,2209.6133,3267.5000,2805.9180,3777.5902,2560.4054,3277.2027,2307.7679
3569.6800,2619.8710,3529.6512,2401.4677,3044.9474,3038.1014,4370.6102,2167.1750,3233.5068,2263.6314
3780.2414,3033.9556,3529.6667,1915.0380,3179.7222,2554.8243,3610.6471,2379.1728,3525.8413,2037.6352
3098.5897,3206.1635,2823.5862,2407.8636,2901.4839,2926.4355,3028.6818,2655.7703,2625.9881,2409.9195
3983.9259,2896.5278,3594.8378,2201.5797,3077.7500,1832.2923,3141.7660,2488.7802,3190.5467,2290.2025
3414.4643,3224.6304,2775.9565,2401.6901,2795.1000,2851.5645,3868.8305,2381.8667,2700.4079,2273.8326
2564.8235,3148.6923,3030.0213,2779.7975,2794.5000,2799.0469,2783.8824,2664.9176,2457.1622,2427.1494
